case_id,pipeline_id,complexity_stratum,perturbation_id,node_multiplier,edge_multiplier,human_multiplier,cost_registry_sha256,gold_cut_set,fuzzyxai_cut,baseline_cut,fuzzyxai_membership,baseline_membership,fuzzyxai_recertification,baseline_recertification,repair_baseline_recertification,false_certification,new_critical_violations
h10-c3:protocol_validation:tabular-credit:00070,tabular-credit,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:tabular-credit:00071,tabular-credit,S4,node_down_edge_up,0.8,1.2,1.0,a901a69fd30869489571b8fa186f723cf2aead7e088dae5a80b39a02fccea052,"[[""alternative-global-a""]]","[""alternative-global-a""]","[""greedy-global-023"", ""greedy-single-1""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:tabular-credit:00072,tabular-credit,S4,node_down_edge_up,0.8,1.2,1.0,a901a69fd30869489571b8fa186f723cf2aead7e088dae5a80b39a02fccea052,"[[""alternative-global-a""]]","[""alternative-global-a""]","[""greedy-global-023"", ""greedy-single-1""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:tabular-credit:00073,tabular-credit,S5,node_down_edge_up,0.8,1.2,1.0,bd7fb907e7e2cdd46c7952fd5fae2bdf556ea7bb275b39286e941894f575ed68,"[[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""], [""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]]","[""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]","[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:tabular-credit:00074,tabular-credit,S5,node_down_edge_up,0.8,1.2,1.0,bd7fb907e7e2cdd46c7952fd5fae2bdf556ea7bb275b39286e941894f575ed68,[],[],"[""greedy-global-023"", ""greedy-single-1""]",False,False,False,False,False,False,0
h10-c3:protocol_validation:tabular-credit:00075,tabular-credit,S1,node_down_edge_up,0.8,1.2,1.0,23a2f2432248979df7ec3d38fd04cf52953feb94492856e11b21651960a1a6e7,"[[""direct-0""]]","[""direct-0""]","[""direct-0""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:tabular-credit:00076,tabular-credit,S2,node_down_edge_up,0.8,1.2,1.0,75b1192affd971d791cacd2f07e33f4304add866ddacbf84015578105ab376c9,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:tabular-credit:00077,tabular-credit,S2,node_down_edge_up,0.8,1.2,1.0,75b1192affd971d791cacd2f07e33f4304add866ddacbf84015578105ab376c9,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:tabular-credit:00078,tabular-credit,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:tabular-credit:00079,tabular-credit,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,True,False,0
h10-c3:protocol_validation:tabular-credit:00080,tabular-credit,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:tabular-credit:00081,tabular-credit,S4,node_down_edge_up,0.8,1.2,1.0,a901a69fd30869489571b8fa186f723cf2aead7e088dae5a80b39a02fccea052,"[[""alternative-global-a""]]","[""alternative-global-a""]","[""greedy-global-023"", ""greedy-single-1""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:tabular-credit:00082,tabular-credit,S4,node_down_edge_up,0.8,1.2,1.0,a901a69fd30869489571b8fa186f723cf2aead7e088dae5a80b39a02fccea052,"[[""alternative-global-a""]]","[""alternative-global-a""]","[""greedy-global-023"", ""greedy-single-1""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:tabular-credit:00083,tabular-credit,S5,node_down_edge_up,0.8,1.2,1.0,bd7fb907e7e2cdd46c7952fd5fae2bdf556ea7bb275b39286e941894f575ed68,"[[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""], [""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]]","[""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]","[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:tabular-credit:00084,tabular-credit,S5,node_down_edge_up,0.8,1.2,1.0,bd7fb907e7e2cdd46c7952fd5fae2bdf556ea7bb275b39286e941894f575ed68,"[[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""], [""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]]","[""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]","[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:tabular-credit:00085,tabular-credit,S1,node_down_edge_up,0.8,1.2,1.0,23a2f2432248979df7ec3d38fd04cf52953feb94492856e11b21651960a1a6e7,"[[""direct-0""]]","[""direct-0""]","[""direct-0""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:tabular-credit:00086,tabular-credit,S2,node_down_edge_up,0.8,1.2,1.0,75b1192affd971d791cacd2f07e33f4304add866ddacbf84015578105ab376c9,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:tabular-credit:00087,tabular-credit,S2,node_down_edge_up,0.8,1.2,1.0,75b1192affd971d791cacd2f07e33f4304add866ddacbf84015578105ab376c9,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:tabular-credit:00088,tabular-credit,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:tabular-credit:00089,tabular-credit,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,True,False,0
h10-c3:protocol_validation:tabular-credit:00090,tabular-credit,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:tabular-credit:00091,tabular-credit,S4,node_down_edge_up,0.8,1.2,1.0,a901a69fd30869489571b8fa186f723cf2aead7e088dae5a80b39a02fccea052,"[[""alternative-global-a""]]","[""alternative-global-a""]","[""greedy-global-023"", ""greedy-single-1""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:tabular-credit:00092,tabular-credit,S4,node_down_edge_up,0.8,1.2,1.0,a901a69fd30869489571b8fa186f723cf2aead7e088dae5a80b39a02fccea052,"[[""alternative-global-a""]]","[""alternative-global-a""]","[""greedy-global-023"", ""greedy-single-1""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:tabular-credit:00093,tabular-credit,S5,node_down_edge_up,0.8,1.2,1.0,bd7fb907e7e2cdd46c7952fd5fae2bdf556ea7bb275b39286e941894f575ed68,"[[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""], [""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]]","[""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]","[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:tabular-credit:00094,tabular-credit,S5,node_down_edge_up,0.8,1.2,1.0,bd7fb907e7e2cdd46c7952fd5fae2bdf556ea7bb275b39286e941894f575ed68,"[[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""], [""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]]","[""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]","[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:tabular-credit:00095,tabular-credit,S1,node_down_edge_up,0.8,1.2,1.0,23a2f2432248979df7ec3d38fd04cf52953feb94492856e11b21651960a1a6e7,"[[""direct-0""]]","[""direct-0""]","[""direct-0""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:tabular-credit:00096,tabular-credit,S2,node_down_edge_up,0.8,1.2,1.0,75b1192affd971d791cacd2f07e33f4304add866ddacbf84015578105ab376c9,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:tabular-credit:00097,tabular-credit,S2,node_down_edge_up,0.8,1.2,1.0,75b1192affd971d791cacd2f07e33f4304add866ddacbf84015578105ab376c9,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:tabular-credit:00098,tabular-credit,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:tabular-credit:00099,tabular-credit,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,True,False,0
h10-c3:protocol_validation:tabular-credit:00100,tabular-credit,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:tabular-credit:00101,tabular-credit,S4,node_down_edge_up,0.8,1.2,1.0,a901a69fd30869489571b8fa186f723cf2aead7e088dae5a80b39a02fccea052,"[[""alternative-global-a""]]","[""alternative-global-a""]","[""greedy-global-023"", ""greedy-single-1""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:tabular-credit:00102,tabular-credit,S4,node_down_edge_up,0.8,1.2,1.0,a901a69fd30869489571b8fa186f723cf2aead7e088dae5a80b39a02fccea052,"[[""alternative-global-a""]]","[""alternative-global-a""]","[""greedy-global-023"", ""greedy-single-1""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:tabular-credit:00103,tabular-credit,S5,node_down_edge_up,0.8,1.2,1.0,bd7fb907e7e2cdd46c7952fd5fae2bdf556ea7bb275b39286e941894f575ed68,[],[],"[""greedy-global-023"", ""greedy-single-1""]",False,False,False,False,False,False,0
h10-c3:protocol_validation:tabular-credit:00104,tabular-credit,S5,node_down_edge_up,0.8,1.2,1.0,bd7fb907e7e2cdd46c7952fd5fae2bdf556ea7bb275b39286e941894f575ed68,"[[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""], [""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]]","[""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]","[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:tabular-credit:00105,tabular-credit,S1,node_down_edge_up,0.8,1.2,1.0,23a2f2432248979df7ec3d38fd04cf52953feb94492856e11b21651960a1a6e7,"[[""direct-0""]]","[""direct-0""]","[""direct-0""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:tabular-credit:00106,tabular-credit,S2,node_down_edge_up,0.8,1.2,1.0,75b1192affd971d791cacd2f07e33f4304add866ddacbf84015578105ab376c9,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:tabular-credit:00107,tabular-credit,S2,node_down_edge_up,0.8,1.2,1.0,75b1192affd971d791cacd2f07e33f4304add866ddacbf84015578105ab376c9,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:tabular-credit:00108,tabular-credit,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:tabular-credit:00109,tabular-credit,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,True,False,0
h10-c3:protocol_validation:tabular-credit:00110,tabular-credit,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:tabular-credit:00111,tabular-credit,S4,node_down_edge_up,0.8,1.2,1.0,a901a69fd30869489571b8fa186f723cf2aead7e088dae5a80b39a02fccea052,"[[""alternative-global-a""]]","[""alternative-global-a""]","[""greedy-global-023"", ""greedy-single-1""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:tabular-credit:00112,tabular-credit,S4,node_down_edge_up,0.8,1.2,1.0,a901a69fd30869489571b8fa186f723cf2aead7e088dae5a80b39a02fccea052,"[[""alternative-global-a""]]","[""alternative-global-a""]","[""greedy-global-023"", ""greedy-single-1""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:tabular-credit:00113,tabular-credit,S5,node_down_edge_up,0.8,1.2,1.0,bd7fb907e7e2cdd46c7952fd5fae2bdf556ea7bb275b39286e941894f575ed68,"[[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""], [""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]]","[""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]","[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:tabular-credit:00114,tabular-credit,S5,node_down_edge_up,0.8,1.2,1.0,bd7fb907e7e2cdd46c7952fd5fae2bdf556ea7bb275b39286e941894f575ed68,"[[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""], [""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]]","[""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]","[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:tabular-credit:00115,tabular-credit,S1,node_down_edge_up,0.8,1.2,1.0,23a2f2432248979df7ec3d38fd04cf52953feb94492856e11b21651960a1a6e7,"[[""direct-0""]]","[""direct-0""]","[""direct-0""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:tabular-credit:00116,tabular-credit,S2,node_down_edge_up,0.8,1.2,1.0,75b1192affd971d791cacd2f07e33f4304add866ddacbf84015578105ab376c9,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:tabular-credit:00117,tabular-credit,S2,node_down_edge_up,0.8,1.2,1.0,75b1192affd971d791cacd2f07e33f4304add866ddacbf84015578105ab376c9,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:tabular-credit:00118,tabular-credit,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:tabular-credit:00119,tabular-credit,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,True,False,0
h10-c3:protocol_validation:tabular-energy:00120,tabular-energy,S2,node_down_edge_up,0.8,1.2,1.0,75b1192affd971d791cacd2f07e33f4304add866ddacbf84015578105ab376c9,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:tabular-energy:00121,tabular-energy,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,True,False,0
h10-c3:protocol_validation:tabular-energy:00122,tabular-energy,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:tabular-energy:00123,tabular-energy,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,True,False,0
